lat,lng
34.118595788327305,-118.29437454983662
34.1183631123088,-118.29500201163479
34.11852273894857,-118.29551509237602
34.11839287323057,-118.29558045298002
34.118568733009205,-118.29558045298002
34.11864178234819,-118.29536803101708
34.118685070815616,-118.2953876391983
34.118468044107004,-118.29579608046853
34.118407888608836,-118.29587912287961
34.1184275312252,-118.29600516939644
34.118539248522296,-118.29619201483608
34.118406660948544,-118.29657015438659
34.11842016524798,-118.29675848271174
34.118388245991326,-118.29684893962381
34.11834650540674,-118.29686376862581
34.117958562511916,-118.29681483291864
34.11789963431535,-118.29685635412926
34.11787630856231,-118.29692605043857
34.11796715619576,-118.29713810516687
34.11814271283245,-118.29736647179739
34.118226194188104,-118.29758149233868
34.11820286852517,-118.29765415444838
34.11804327171126,-118.29772533365788
34.1179757498907,-118.29821913943329
34.11764182300837,-118.29864176598971
34.117718942383725,-118.29878560389824
34.117625915275156,-118.29889347608925
34.11745598549263,-118.29917064769114
34.11745968006332,-118.29931454327169
34.1175589206399,-118.29960223569674
34.117537832027125,-118.29968015239518
34.1172028945309,-118.29982549700576
34.117066438129136,-118.29993038487089
34.11685803157017,-118.29994237205528
34.116782360007555,-118.29997383841577
34.11673522031535,-118.30010569744391
34.116430052198574,-118.30042485622796
34.11652557241856,-118.30043834181039
34.11666586278666,-118.30052367451158
34.117263470964026,-118.30059308231525
34.11732782851585,-118.30064860855818
34.1173600072734,-118.30073467423475
34.117394484500046,-118.30133158134629
34.117497916095665,-118.3019146068971
34.11742436475179,-118.3022366591061
34.11755086023419,-118.3024451688519
34.11731177671341,-118.30240074013285
34.11726120126662,-118.30229244513015
34.11725660349723,-118.3021202838438
34.11722901687564,-118.3020453103804
34.11689108003099,-118.30158991601006
34.116861162731475,-118.30156985211745
34.11678329747524,-118.30160584733231
34.1165987276861,-118.3017300888828
34.1164689518165,-118.3018148518081
34.11640262185069,-118.30190774268517
34.11621036078634,-118.30245463772378
34.11625746478313,-118.30269034833323
34.11617094720978,-118.30310255160013
34.11619786379765,-118.30328717221828
34.11617575373899,-118.30332084517566
34.11596426597687,-118.30342883082024
34.115920045741554,-118.30346366489914
34.11591235526349,-118.30355887804812
34.11592485229001,-118.30373537071449
34.11578834620816,-118.30398617608253
34.115735474066454,-118.30402797698211
34.115580702723065,-118.30404307174963
34.115539366229385,-118.30409067832412
34.11557685746869,-118.30437051209124
34.115523985202124,-118.30453423227374
34.11532499291708,-118.30463292883347
34.114833758770345,-118.30535515540254
34.11459535055053,-118.30572904119597
34.11454247767161,-118.30612614969537
34.114607847771644,-118.30611337719976
34.115184640589035,-118.30546081878364
34.11536825215546,-118.3053481885887
34.11543650556294,-118.30542598469822
34.11543362161725,-118.30551423103144
34.115211557499165,-118.30577897004174
34.11521251881693,-118.30581380412063
34.11523559043993,-118.30583238229606
34.11554897936237,-118.30564543940599
34.11583352781384,-118.30531451565271
34.11625842608871,-118.30506254914332
34.116384357063694,-118.30500797575306
34.11662372152971,-118.30498707530572
34.116691973929264,-118.30486283375504
34.11668332222037,-118.30473743107103
34.116737155061394,-118.30468169654482
34.11683809154596,-118.30478735991744
34.11683136245072,-118.30501726483814
34.116620837629775,-118.30520304659224
34.11660834070612,-118.30524252521498
34.11663237324998,-118.30526807020617
34.116923647144596,-118.30509389980936
34.117195694127886,-118.30475020356425
34.117658075871844,-118.30393856951896
34.118081042409884,-118.30364712438319
34.11825887997582,-118.3033220063135
34.118405956171294,-118.30293650916477
34.11829892940312,-118.3024722840849
34.11784876057587,-118.30255537260541
34.11755064955763,-118.30245411921558
34.116955518660674,-118.30021152274496
34.11739597602085,-118.30011970158897
34.117799619183124,-118.29999545973195
34.11800085972433,-118.2998077496126
34.11830830962648,-118.29983745912789
34.11851737493005,-118.29979019398957
34.1185598587236,-118.29984691215515
34.11864706223298,-118.30021287936626
34.11923959653113,-118.3002385375851
34.12089562727484,-118.3003085305377
34.121479023611606,-118.30053543427309
34.12300923557308,-118.30110546013839
34.12356511409417,-118.30078631943842
34.123987866877435,-118.30078429425208
34.124165261209,-118.30115930129382
34.12430385027158,-118.30119948061973
34.12435374227849,-118.3017151153021
34.124636463094895,-118.30195619125749
34.12511874936443,-118.3017151153021
34.126465810233306,-118.30279995710137
34.12659330870981,-118.30316157103447
34.12612766116869,-118.30541161328479
34.12627179044356,-118.30550536504525
34.126548961435454,-118.30456784744092
34.12715319107442,-118.30276647432177
34.12734166548276,-118.30196958435812
