lat,lng
34.1310090486381,-118.28395267345597
34.13096470585677,-118.28442289730033
34.13109280716158,-118.28473241172951
34.13087602022435,-118.28525025317832
34.130319269406215,-118.28494669094972
34.12975266079731,-118.2853157273966
34.12909736092088,-118.28582761664488
34.12861943224359,-118.28721447937566
34.12866870336617,-118.28760137241214
34.128299169246816,-118.28755970700821
34.12814642800565,-118.28639902789877
34.127722692769126,-118.28639902789351
34.12713635798656,-118.28718471836758
34.12715113958566,-118.28667878131989
34.12655494635308,-118.28581571223047
34.126150912198,-118.28575619022486
34.126145984940266,-118.2855954808097
34.1267963804753,-118.2852859663805
34.12608580273885,-118.28470010160704
34.125948792291055,-118.28414445954677
34.126809997131616,-118.28344104034275
34.12716230567419,-118.28234748947942
34.12656533755766,-118.28175638090461
34.12683077380198,-118.28031859117293
34.12652183510018,-118.28147648321955
34.12618120906906,-118.28162959291166
34.12652975661943,-118.28207935263221
34.126561442689145,-118.2825291123528
34.12535736369223,-118.2831032736982
34.12498504632079,-118.28373485117817
34.12476323944782,-118.28473963353267
34.12495335966028,-118.28495015935931
34.1240582065669,-118.28485446581071
34.12383243637666,-118.28490709726738
34.123796788396795,-118.2851846085843
34.12374529684375,-118.28524680939674
34.12433546737921,-118.28591666429972
34.124216641428134,-118.286103266737
34.124180993610224,-118.28690709262058
34.124276054424534,-118.28735206766325
34.12405028481605,-118.28779225802809
34.12431566306563,-118.28815589354683
34.124323584791625,-118.28835206533986
34.124771161104434,-118.288347280662
34.125044458749784,-118.28858651455592
34.12605050336901,-118.288581729879
34.12669610837605,-118.28911761381119
34.127456569274436,-118.29068220347746
34.12779719019708,-118.29069655757077
34.12856160185509,-118.29139512054105
34.128823005292006,-118.29270133760188
34.12851803453702,-118.29429463533539
34.12902499830438,-118.29481616529328
34.12897747058046,-118.29641903238256
34.12969434424484,-118.29833290353395
34.1302092221648,-118.29931854722243
34.13239147750533,-118.3001128037585
34.13301327134859,-118.30014151182198
34.133757833735906,-118.29965825935626
34.134019221103564,-118.29919414560203
34.13422516209661,-118.2995338577314
34.134169716494,-118.29985443114927
34.13485486319505,-118.30031854491938
34.13512416788382,-118.30077787399571
34.13560733005491,-118.30082572077977
34.135242978530606,-118.30053864010704
34.13511624719744,-118.3001702199104
34.134736052057654,-118.29989988561026
34.13473407187016,-118.29975634527392
34.135262780284236,-118.299280269825
34.135423174317765,-118.29926113111351
34.13548653977797,-118.29901232786382
34.13597168000843,-118.29891663430625
34.13575188212662,-118.29938792507727
34.13604692599878,-118.29949558032953
34.136646911383195,-118.29808888502382
34.13666671280789,-118.29788792855292
34.13639543290009,-118.29767261803984
34.136054846655725,-118.29759845553274
34.136110291021595,-118.29747883858579
34.136888488461544,-118.29754103939818
34.13712016417774,-118.29729462848746
34.13713204496658,-118.29680419900488
34.13703501847553,-118.29654343406054
34.137454805764314,-118.29640467837845
34.13842308076004,-118.29606975092615
34.138514165371504,-118.29564391457635
34.138256752116185,-118.29473482577943
34.13826665264048,-118.29437119026069
34.1383458567933,-118.29421329589069
34.13853000616509,-118.29370851235078
34.13826269242211,-118.29257932835101
34.13791221313851,-118.29238076421905
34.13764885769209,-118.29202191337815
34.13711917412803,-118.29138435504312
34.13660037803753,-118.29054703639784
34.136631846955325,-118.29203820044835
34.13669520977949,-118.29232527328395
34.13658960504617,-118.29239544664374
34.13573948213581,-118.29036041920921
34.13516392823005,-118.28970334138552
34.135153367545826,-118.29027748705671
34.13471509904416,-118.29036041920921
34.134440520029735,-118.29109404978905
34.13419234207611,-118.2909728412585
34.13372238605153,-118.2916362984986
34.133426682064275,-118.29168095427302
34.13329467102166,-118.2918021628036
34.133162659772836,-118.29170009246207
34.13326298834074,-118.29133008747397
34.133389718993115,-118.29127267290683
34.133611497177554,-118.2905964568941
34.13345320407315,-118.29037127493751
34.133356627385126,-118.29037462769874
34.13328336223474,-118.29055634735819
34.13317845975418,-118.29057579337324
34.13312295574176,-118.29051074980475
34.13322674821144,-118.2898515969431
34.13328613743223,-118.28954113124517
34.133242844362194,-118.2894345134385
34.13286541665098,-118.28919445573142
34.13284765530497,-118.28903486429657
34.13289760907892,-118.28876060842904
34.132874297321415,-118.28871165811528
34.132148970147604,-118.28856686560253
34.13206003133332,-118.28851405885116
34.13231257746695,-118.28794475998957
34.13236349402247,-118.28732394883039
34.131883808977115,-118.28713140175174
34.13254814204509,-118.28597891829781
34.13252038983736,-118.28592661522282
34.13135909089035,-118.28533006170065
34.130928517655725,-118.28543081527285
34.13081602518802,-118.28538863935889
34.13076753700922,-118.28525976851074
